fg_id,name,PA,AB,H,HR,R,RBI,SB,AVG,role,rp_R,rp_HR,rp_RBI,rp_SB,rp_AVG,roto_points,z_R,z_HR,z_RBI,z_SB,z_AVG,z_total,IP,W,SV,K,ER,BB,ERA,WHIP,rp_W,rp_SV,rp_K,rp_ERA,rp_WHIP,z_W,z_SV,z_K,z_ERA,z_WHIP
13613,Ketel Marte,674.0,609.0,153.0,28.0,86.0,88.0,5.0,0.2512315270935961,HIT,2.5440618018725694,2.0229459877355525,2.601993885419893,0.29233841376733016,-0.08736323279907411,7.37397685599627,0.705654272283726,0.8364678976541837,0.8838153351138687,-0.6081014471997277,-0.28819130941050103,0.4623368981598893,,,,,,,,,,,,,,,,,,
13624,Corey Seager,408.0,366.0,77.0,18.0,53.0,47.0,2.0,0.2103825136612022,HIT,1.567852040688909,1.300465277829998,1.3897012797128976,0.11693536550693207,-0.9355896528667386,3.439364310871998,-0.8958583926643443,-0.23746616552224067,-1.0739246068615176,-0.8886296219824101,-1.5026081886705749,-1.4352744037028473,,,,,,,,,,,,,,,,,,
14161,Byron Buxton,486.0,441.0,114.0,32.0,77.0,62.0,10.0,0.2585034013605442,HIT,2.2778227760952072,2.3119382716977745,1.8332229647276521,0.5846768275346603,0.12295374584819002,7.1306145859034835,0.26887809093425197,1.266041522924754,-0.35767828662662005,-0.1405544892285904,0.012922264538119177,0.3449665119074209,,,,,,,,,,,,,,,,,,
14344,Matt Olson,703.0,634.0,167.0,44.0,111.0,99.0,2.0,0.2634069400630915,HIT,3.2836146512541298,3.1789151235844395,2.92724312109738,0.11693536550693207,0.34895842384280745,9.855666685285689,1.91892144269893,2.5547623987364627,1.4090626366194603,-0.8886296219824101,0.3364961231860339,1.6592228974212644,,,,,,,,,,,,,,,,,,
15194,Jake Bauers,543.0,488.0,129.0,27.0,86.0,85.0,11.0,0.26434426229508196,HIT,2.5440618018725694,1.9506979167449972,2.5132895484169424,0.6431445102881264,0.3005428141992393,7.951736591521875,0.705654272283726,0.7290744913365415,0.7405660710668894,-0.04704509763436294,0.26717886050736644,0.7409827346484695,,,,,,,,,,,,,,,,,,
15640,Aaron Judge,317.0,283.0,72.0,21.0,53.0,48.0,6.0,0.254416961130742,HIT,1.567852040688909,1.5172094908016645,1.4192693920472146,0.3508060965207962,0.01203119946109321,4.8671682195196775,-0.8958583926643443,0.08471405343068672,-1.026174852179191,-0.5145920556055003,-0.14588699845589737,-0.7466635677385525,,,,,,,,,,,,,,,,,,
15986,Willy Adames,652.0,591.0,133.0,26.0,79.0,68.0,8.0,0.22504230118443316,HIT,2.3369870040457323,1.8784498457544416,2.010631638733554,0.46774146202772826,-0.9714041096739785,5.722405840887477,0.36593946456746873,0.621681085018899,-0.07117975853266079,-0.3275732724170453,-1.5538842157303938,-0.33419383724454715,,,,,,,,,,,,,,,,,,
15998,Cody Bellinger,542.0,491.0,128.0,15.0,66.0,68.0,12.0,0.2606924643584521,HIT,1.9524195223673204,1.0837210648583318,2.010631638733554,0.7016121930415924,0.19823080528608913,5.946615224286887,-0.2649594640484382,-0.559646384475168,-0.07117975853266079,0.046464293959864525,0.12069741683195598,-0.22606063351915773,,,,,,,,,,,,,,,,,,
16252,Trea Turner,688.0,628.0,160.0,22.0,105.0,65.0,23.0,0.25477707006369427,HIT,3.1061219674025553,1.5894575617922198,1.921927301730603,1.3447567033297187,0.037013421168305034,7.999276955423402,1.627737321799281,0.19210745974832896,-0.21442902257964042,1.0750676014963665,-0.11011962431511635,0.7639108198918296,,,,,,,,,,,,,,,,,,
16442,Ryan O'Hearn,430.0,390.0,106.0,18.0,58.0,73.0,1.0,0.2717948717948718,HIT,1.715762610565221,1.300465277829998,2.158472200405139,0.05846768275346603,0.41439027923948335,5.647558050793308,-0.6532049585813035,-0.23746616552224067,0.16756901487897158,-0.9821390135766376,0.43017576786002176,-0.3702919309636223,,,,,,,,,,,,,,,,,,
